API call	Permission(s)	Notes		
android.content.ContentResolver.getIsSyncable(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.ContentResolver.getMasterSyncAutomatically()	android.permission.READ_SYNC_SETTINGS			
android.content.ContentResolver.getPeriodicSyncs(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.ContentResolver.getSyncAutomatically(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.ContentResolver.getSyncStatus(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.ContentResolver.isSyncActive(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.ContentResolver.isSyncPending(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.ContentResolver.openFileDescriptor(android.net.Uri,java.lang.String)	android.permission.READ_CONTACTS			
android.content.ContentResolver.openInputStream(android.net.Uri)	android.permission.READ_CONTACTS			
android.content.ContentResolver.openOutputStream(android.net.Uri)	android.permission.READ_CONTACTS			
android.content.ContentResolver.query(android.net.Uri,[Ljava.lang.String;,java.lang.String,[Ljava.lang.String;,java.lang.String)	android.permission.READ_CONTACTS			
android.content.ContentResolver.removePeriodicSync(android.accounts.Account,java.lang.String,android.os.Bundle)	android.permission.WRITE_SYNC_SETTINGS			
android.content.ContentResolver.setIsSyncable(android.accounts.Account,java.lang.String,int)	android.permission.WRITE_SYNC_SETTINGS			
android.content.ContentResolver.setMasterSyncAutomatically(boolean)	android.permission.WRITE_SYNC_SETTINGS			
android.content.ContentResolver.setSyncAutomatically(android.accounts.Account,java.lang.String,boolean)	android.permission.WRITE_SYNC_SETTINGS			
android.content.ContentService.<init>(android.content.Context,boolean)	android.permission.GET_ACCOUNTS			
android.content.ContentService.addPeriodicSync(android.accounts.Account,java.lang.String,android.os.Bundle,long)	android.permission.WRITE_SYNC_SETTINGS			
android.content.ContentService.dump(java.io.FileDescriptor,java.io.PrintWriter,[Ljava.lang.String;)	android.permission.DUMP			
android.content.ContentService.getCurrentSync()	android.permission.READ_SYNC_STATS			
android.content.ContentService.getIsSyncable(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.ContentService.getMasterSyncAutomatically()	android.permission.READ_SYNC_SETTINGS			
android.content.ContentService.getPeriodicSyncs(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.ContentService.getSyncAutomatically(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.ContentService.getSyncStatus(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.ContentService.isSyncActive(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.ContentService.isSyncPending(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.ContentService.main(android.content.Context,boolean)	android.permission.GET_ACCOUNTS			
android.content.ContentService.removePeriodicSync(android.accounts.Account,java.lang.String,android.os.Bundle)	android.permission.WRITE_SYNC_SETTINGS			
android.content.ContentService.setIsSyncable(android.accounts.Account,java.lang.String,int)	android.permission.WRITE_SYNC_SETTINGS			
android.content.ContentService.setMasterSyncAutomatically(boolean)	android.permission.WRITE_SYNC_SETTINGS			
android.content.ContentService.setSyncAutomatically(android.accounts.Account,java.lang.String,boolean)	android.permission.WRITE_SYNC_SETTINGS			
android.content.Context.clearWallpaper()	android.permission.SET_WALLPAPER			
android.content.Context.removeStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY	There will be another permission check, depending on the Intent; see the Intent permissions section.		
android.content.Context.sendBroadcast(android.content.Intent)		The permission check depends on the Intent; see the Intent permissions section.		
android.content.Context.sendOrderedBroadcast(android.content.Intent,java.lang.String)		The permission check depends on the Intent; see the Intent permissions section.		
android.content.Context.sendStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY	There will be another permission check, depending on the Intent; see the Intent permissions section.		
android.content.Context.sendStickyOrderedBroadcast(android.content.Intent,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)	android.permission.BROADCAST_STICKY			
android.content.Context.setWallpaper(android.graphics.Bitmap)	android.permission.SET_WALLPAPER			
android.content.Context.setWallpaper(java.io.InputStream)	android.permission.SET_WALLPAPER			
android.content.Context.startActivity(android.content.Intent)		The permission check depends on the Intent; see the Intent permissions section.		
android.content.Context.startService(android.content.Intent)		The permission check depends on the Intent; see the Intent permissions section.		
android.content.ContextWrapper.clearWallpaper()	android.permission.SET_WALLPAPER			
android.content.ContextWrapper.removeStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY	The permission check depends on the Intent; see the Intent permissions section.		
android.content.ContextWrapper.sendBroadcast(android.content.Intent)		The permission check depends on the Intent; see the Intent permissions section.		
android.content.ContextWrapper.sendOrderedBroadcast(android.content.Intent,java.lang.String)		The permission check depends on the Intent; see the Intent permissions section.		
android.content.ContextWrapper.sendStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY	The permission check depends on the Intent; see the Intent permissions section.		
android.content.ContextWrapper.sendStickyOrderedBroadcast(android.content.Intent,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)	android.permission.BROADCAST_STICKY			
android.content.ContextWrapper.setWallpaper(android.graphics.Bitmap)	android.permission.SET_WALLPAPER			
android.content.ContextWrapper.setWallpaper(java.io.InputStream)	android.permission.SET_WALLPAPER			
android.content.ContextWrapper.startActivity(android.content.Intent)		The permission check depends on the Intent; see the Intent permissions section.		
android.content.ContextWrapper.startService(android.content.Intent)		The permission check depends on the Intent; see the Intent permissions section.		
android.content.IContentService$Stub$Proxy.addPeriodicSync(android.accounts.Account,java.lang.String,android.os.Bundle,long)	android.permission.WRITE_SYNC_SETTINGS			
android.content.IContentService$Stub$Proxy.getCurrentSync()	android.permission.READ_SYNC_STATS			
android.content.IContentService$Stub$Proxy.getIsSyncable(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.IContentService$Stub$Proxy.getMasterSyncAutomatically()	android.permission.READ_SYNC_SETTINGS			
android.content.IContentService$Stub$Proxy.getPeriodicSyncs(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.IContentService$Stub$Proxy.getSyncAutomatically(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_SETTINGS			
android.content.IContentService$Stub$Proxy.getSyncStatus(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.IContentService$Stub$Proxy.isSyncActive(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.IContentService$Stub$Proxy.isSyncPending(android.accounts.Account,java.lang.String)	android.permission.READ_SYNC_STATS			
android.content.IContentService$Stub$Proxy.removePeriodicSync(android.accounts.Account,java.lang.String,android.os.Bundle)	android.permission.WRITE_SYNC_SETTINGS			
android.content.IContentService$Stub$Proxy.setIsSyncable(android.accounts.Account,java.lang.String,int)	android.permission.WRITE_SYNC_SETTINGS			
android.content.IContentService$Stub$Proxy.setMasterSyncAutomatically(boolean)	android.permission.WRITE_SYNC_SETTINGS			
android.content.IContentService$Stub$Proxy.setSyncAutomatically(android.accounts.Account,java.lang.String,boolean)	android.permission.WRITE_SYNC_SETTINGS			
android.content.MutableContextWrapper.clearWallpaper()	android.permission.SET_WALLPAPER			
android.content.MutableContextWrapper.removeStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY	The permission check depends on the Intent; see the Intent permissions section.		
android.content.MutableContextWrapper.sendStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY	The permission check depends on the Intent; see the Intent permissions section.		
android.content.MutableContextWrapper.sendStickyOrderedBroadcast(android.content.Intent,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)	android.permission.BROADCAST_STICKY			
android.content.MutableContextWrapper.setWallpaper(android.graphics.Bitmap)	android.permission.SET_WALLPAPER			
android.content.MutableContextWrapper.setWallpaper(java.io.InputStream)	android.permission.SET_WALLPAPER			
android.content.pm.IPackageManager$Stub$Proxy.addPreferredActivity(android.content.IntentFilter,int,[Landroid.content.ComponentName;,android.content.ComponentName)	android.permission.SET_PREFERRED_APPLICATIONS			
android.content.pm.IPackageManager$Stub$Proxy.clearApplicationUserData(java.lang.String,android.content.pm.IPackageDataObserver)	android.permission.CLEAR_APP_USER_DATA			
android.content.pm.IPackageManager$Stub$Proxy.clearPackagePreferredActivities(java.lang.String)	android.permission.SET_PREFERRED_APPLICATIONS			
android.content.pm.IPackageManager$Stub$Proxy.deleteApplicationCacheFiles(java.lang.String,android.content.pm.IPackageDataObserver)	android.permission.DELETE_CACHE_FILES			
android.content.pm.IPackageManager$Stub$Proxy.deletePackage(java.lang.String,android.content.pm.IPackageDeleteObserver,int)	android.permission.DELETE_PACKAGES			
android.content.pm.IPackageManager$Stub$Proxy.freeStorage(long,android.content.IntentSender)	android.permission.CLEAR_APP_CACHE			
android.content.pm.IPackageManager$Stub$Proxy.freeStorageAndNotify(long,android.content.pm.IPackageDataObserver)	android.permission.CLEAR_APP_CACHE			
android.content.pm.IPackageManager$Stub$Proxy.installPackage(android.net.Uri,android.content.pm.IPackageInstallObserver,int,java.lang.String)	android.permission.INSTALL_PACKAGES			
android.content.pm.IPackageManager$Stub$Proxy.movePackage(java.lang.String,android.content.pm.IPackageMoveObserver,int)	android.permission.MOVE_PACKAGE			
android.content.pm.IPackageManager$Stub$Proxy.replacePreferredActivity(android.content.IntentFilter,int,[Landroid.content.ComponentName;,android.content.ComponentName)	android.permission.SET_PREFERRED_APPLICATIONS			
android.content.pm.IPackageManager$Stub$Proxy.setApplicationEnabledSetting(java.lang.String,int,int)	android.permission.CHANGE_COMPONENT_ENABLED_STATE			
android.content.pm.IPackageManager$Stub$Proxy.setComponentEnabledSetting(android.content.ComponentName,int,int)	android.permission.CHANGE_COMPONENT_ENABLED_STATE			
android.content.pm.IPackageManager$Stub$Proxy.setInstallLocation(int)	android.permission.WRITE_SECURE_SETTINGS			
android.content.pm.IPackageManager$Stub$Proxy.updateExternalMediaStatus(boolean,boolean)		Only the system process can invoke this method.  Enforced using the process's UID rather than a permission.		
android.content.pm.PackageManager.addPreferredActivity(android.content.IntentFilter,int,android.content.ComponentName[],android.content.ComponentName)	android.permission.SET_PREFERRED_APPLICATIONS			
android.content.pm.PackageManager.clearApplicationUserData(java.lang.String,IPackageDataObserver)	android.permission.CLEAR_APP_USER_DATA			
android.content.pm.PackageManager.clearPackagePreferredActivities(java.lang.String)	android.permission.SET_PREFERRED_APPLICATIONS			
android.content.pm.PackageManager.deleteApplicationCacheFiles(java.lang.String,android.content.pm.IPackageDataObserver)	android.permission.DELETE_CACHE_FILES			
android.content.pm.PackageManager.deletePackage(java.lang.String,IPackageDeleteObserver,int)	android.permission.DELETE_PACKAGES			
android.content.pm.PackageManager.freeStorage(long,android.content.IntentSender)	android.permission.CLEAR_APP_CACHE			
android.content.pm.PackageManager.freeStorageAndNotify(long,android.content.pm.IPackageDataObserver)	android.permission.CLEAR_APP_CACHE			
android.content.pm.PackageManager.getPackageSizeInfo(java.lang.String,android.content.pm.IPackageStatsObserver)	android.permission.GET_PACKAGE_SIZE			
android.content.pm.PackageManager.installPackage(Uri,IPackageInstallObserver,int,java.lang.String)	android.permission.INSTALL_PACKAGES			
android.content.pm.PackageManager.movePackage(java.lang.String,IPackageMoveObserver,int)	android.permission.MOVE_PACKAGE			
android.content.pm.PackageManager.replacePreferredActivity(android.content.IntentFilter,int,android.content.ComponentName[],android.content.ComponentName)	android.permission.SET_PREFERRED_APPLICATIONS			
android.content.pm.PackageManager.setApplicationEnabledSetting(java.lang.String,int,int)	android.permission.CHANGE_COMPONENT_ENABLED_STATE			
android.content.pm.PackageManager.setComponentEnabledSetting(android.content.ComponentName,int,int)	android.permission.CHANGE_COMPONENT_ENABLED_STATE			
android.app.ContextImpl$ApplicationPackageManager.addPreferredActivity(android.content.IntentFilter,int,android.content.ComponentName[],android.content.ComponentName)	android.permission.SET_PREFERRED_APPLICATIONS			
android.app.ContextImpl$ApplicationPackageManager.clearApplicationUserData(java.lang.String,IPackageDataObserver)	android.permission.CLEAR_APP_USER_DATA			
android.app.ContextImpl$ApplicationPackageManager.clearPackagePreferredActivities(java.lang.String)	android.permission.SET_PREFERRED_APPLICATIONS			
android.app.ContextImpl$ApplicationPackageManager.deleteApplicationCacheFiles(java.lang.String,android.content.pm.IPackageDataObserver)	android.permission.DELETE_CACHE_FILES			
android.app.ContextImpl$ApplicationPackageManager.deletePackage(java.lang.String,IPackageDeleteObserver,int)	android.permission.DELETE_PACKAGES			
android.app.ContextImpl$ApplicationPackageManager.freeStorage(long,android.content.IntentSender)	android.permission.CLEAR_APP_CACHE			
android.app.ContextImpl$ApplicationPackageManager.freeStorageAndNotify(long,android.content.pm.IPackageDataObserver)	android.permission.CLEAR_APP_CACHE			
android.app.ContextImpl$ApplicationPackageManager.getPackageSizeInfo(java.lang.String,android.content.pm.IPackageStatsObserver)	android.permission.GET_PACKAGE_SIZE			
android.app.ContextImpl$ApplicationPackageManager.installPackage(Uri,IPackageInstallObserver,int,java.lang.String)	android.permission.INSTALL_PACKAGES			
android.app.ContextImpl$ApplicationPackageManager.movePackage(java.lang.String,IPackageMoveObserver,int)	android.permission.MOVE_PACKAGE			
android.app.ContextImpl$ApplicationPackageManager.replacePreferredActivity(android.content.IntentFilter,int,android.content.ComponentName[],android.content.ComponentName)	android.permission.SET_PREFERRED_APPLICATIONS			
android.app.ContextImpl$ApplicationPackageManager.setApplicationEnabledSetting(java.lang.String,int,int)	android.permission.CHANGE_COMPONENT_ENABLED_STATE			
android.app.ContextImpl$ApplicationPackageManager.setComponentEnabledSetting(android.content.ComponentName,int,int)	android.permission.CHANGE_COMPONENT_ENABLED_STATE			
android.hardware.Camera.native_setup(java.lang.Object)	android.permission.CAMERA			
android.hardware.Camera.open()	android.permission.CAMERA			
android.inputmethodservice.AbstractInputMethodService.clearWallpaper()	android.permission.SET_WALLPAPER			
android.inputmethodservice.AbstractInputMethodService.removeStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY			
android.inputmethodservice.AbstractInputMethodService.sendStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY			
android.inputmethodservice.AbstractInputMethodService.sendStickyOrderedBroadcast(android.content.Intent,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)	android.permission.BROADCAST_STICKY			
android.inputmethodservice.AbstractInputMethodService.setWallpaper(android.graphics.Bitmap)	android.permission.SET_WALLPAPER			
android.inputmethodservice.AbstractInputMethodService.setWallpaper(java.io.InputStream)	android.permission.SET_WALLPAPER			
android.location.ILocationManager$Stub$Proxy.addGpsStatusListener(android.location.IGpsStatusListener)	android.permission.ACCESS_FINE_LOCATION			
android.location.ILocationManager$Stub$Proxy.addProximityAlert(double,double,float,long,android.app.PendingIntent)	android.permission.ACCESS_FINE_LOCATION			
android.location.ILocationManager$Stub$Proxy.addTestProvider(java.lang.String,boolean,boolean,boolean,boolean,boolean,boolean,boolean,int,int)	android.permission.ACCESS_MOCK_LOCATION			
android.location.ILocationManager$Stub$Proxy.clearTestProviderEnabled(java.lang.String)	android.permission.ACCESS_MOCK_LOCATION			
android.location.ILocationManager$Stub$Proxy.clearTestProviderLocation(java.lang.String)	android.permission.ACCESS_MOCK_LOCATION			
android.location.ILocationManager$Stub$Proxy.clearTestProviderStatus(java.lang.String)	android.permission.ACCESS_MOCK_LOCATION			
android.location.ILocationManager$Stub$Proxy.getLastKnownLocation(java.lang.String)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
android.location.ILocationManager$Stub$Proxy.getProviderInfo(java.lang.String)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
android.location.ILocationManager$Stub$Proxy.getProviders(boolean)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
android.location.ILocationManager$Stub$Proxy.isProviderEnabled(java.lang.String)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
android.location.ILocationManager$Stub$Proxy.removeTestProvider(java.lang.String)	android.permission.ACCESS_MOCK_LOCATION			
android.location.ILocationManager$Stub$Proxy.reportLocation(android.location.Location,boolean)	android.permission.INSTALL_LOCATION_PROVIDER			
android.location.ILocationManager$Stub$Proxy.requestLocationUpdates(java.lang.String,long,float,android.location.ILocationListener)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
android.location.ILocationManager$Stub$Proxy.requestLocationUpdatesPI(java.lang.String,long,float,android.app.PendingIntent)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
android.location.ILocationManager$Stub$Proxy.sendExtraCommand(java.lang.String,java.lang.String,android.os.Bundle)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION and android.permission.ACCESS_LOCATION_EXTRA_COMMANDS			
android.location.ILocationManager$Stub$Proxy.setTestProviderEnabled(java.lang.String,boolean)	android.permission.ACCESS_MOCK_LOCATION			
android.location.ILocationManager$Stub$Proxy.setTestProviderLocation(java.lang.String,android.location.Location)	android.permission.ACCESS_MOCK_LOCATION			
android.location.ILocationManager$Stub$Proxy.setTestProviderStatus(java.lang.String,int,android.os.Bundle,long)	android.permission.ACCESS_MOCK_LOCATION			
android.location.LocationManager._requestLocationUpdates(java.lang.String,long,float,android.app.PendingIntent)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.location.LocationManager._requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.location.LocationManager.addGpsStatusListener(android.location.GpsStatus$Listener)	android.permission.ACCESS_FINE_LOCATION			
android.location.LocationManager.addNmeaListener(android.location.GpsStatus$NmeaListener)	android.permission.ACCESS_FINE_LOCATION			
android.location.LocationManager.addProximityAlert(double,double,float,long,android.app.PendingIntent)	android.permission.ACCESS_FINE_LOCATION			
android.location.LocationManager.addTestProvider(java.lang.String,boolean,boolean,boolean,boolean,boolean,boolean,boolean,int,int)	android.permission.ACCESS_MOCK_LOCATION	Test providers must also be enabled in Settings.		
android.location.LocationManager.best(java.util.List)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	This method will only return the providers your permissions give you access to (FINE for GPS; either FINE or COARSE for network).		
android.location.LocationManager.clearTestProviderEnabled(java.lang.String)	android.permission.ACCESS_MOCK_LOCATION	Test providers must also be enabled in Settings.		
android.location.LocationManager.clearTestProviderLocation(java.lang.String)	android.permission.ACCESS_MOCK_LOCATION	Test providers must also be enabled in Settings.		
android.location.LocationManager.clearTestProviderStatus(java.lang.String)	android.permission.ACCESS_MOCK_LOCATION	Test providers must also be enabled in Settings.		
android.location.LocationManager.getBestProvider(android.location.Criteria,boolean)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	This method will only return the providers your permissions give you access to (FINE for GPS; either FINE or COARSE for network).		
android.location.LocationManager.getLastKnownLocation(java.lang.String)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.location.LocationManager.getProvider(java.lang.String)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.location.LocationManager.getProviders(android.location.Criteria,boolean)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	This method will only return the providers your permissions give you access to (FINE for GPS; either FINE or COARSE for network).		
android.location.LocationManager.getProviders(boolean)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	This method will only return the providers your permissions give you access to (FINE for GPS; either FINE or COARSE for network).		
android.location.LocationManager.isProviderEnabled(java.lang.String)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.location.LocationManager.removeTestProvider(java.lang.String)	android.permission.ACCESS_MOCK_LOCATION	Test providers must also be enabled in Settings.		
android.location.LocationManager.requestLocationUpdates(java.lang.String,long,float,android.app.PendingIntent)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.location.LocationManager.requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.location.LocationManager.requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.location.LocationManager.sendExtraCommand(java.lang.String,java.lang.String,android.os.Bundle)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION and android.permission.ACCESS_LOCATION_EXTRA_COMMANDS	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.  Then regardless of FINE vs COARSE, you also must supply ACCESS_LOCATION_EXTRA_COMMANDS.		
android.location.LocationManager.setTestProviderEnabled(java.lang.String,boolean)	android.permission.ACCESS_MOCK_LOCATION			
android.location.LocationManager.setTestProviderLocation(java.lang.String,android.location.Location)	android.permission.ACCESS_MOCK_LOCATION			
android.location.LocationManager.setTestProviderStatus(java.lang.String,int,android.os.Bundle,long)	android.permission.ACCESS_MOCK_LOCATION			
android.media.AsyncPlayer.acquireWakeLock()	android.permission.WAKE_LOCK			
android.media.AsyncPlayer.enqueueLocked(android.media.AsyncPlayer$Command)	android.permission.WAKE_LOCK			
android.media.AsyncPlayer.play(android.content.Context,android.net.Uri,boolean,int)	android.permission.WAKE_LOCK			
android.media.AsyncPlayer.releaseWakeLock()	android.permission.WAKE_LOCK			
android.media.AsyncPlayer.stop()	android.permission.WAKE_LOCK			
android.media.AudioManager.isBluetoothA2dpOn()	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.isWiredHeadsetOn()	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.setBluetoothScoOn(boolean)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.setMicrophoneMute(boolean)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.setMode(int)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.setParameter(java.lang.String,java.lang.String)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.setParameters(java.lang.String)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.setSpeakerphoneOn(boolean)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.startBluetoothSco()	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioManager.stopBluetoothSco()	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioRecord.<init>(int,int,int,int,int)	android.permission.RECORD_AUDIO			
android.media.AudioService.setBluetoothScoOn(boolean)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioService.setMode(int,android.os.IBinder)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioService.setSpeakerphoneOn(boolean)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioService.startBluetoothSco(android.os.IBinder)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.AudioService.stopBluetoothSco(android.os.IBinder)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.IAudioService$Stub$Proxy.setBluetoothScoOn(boolean)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.IAudioService$Stub$Proxy.setMode(int,android.os.IBinder)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.IAudioService$Stub$Proxy.setSpeakerphoneOn(boolean)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.IAudioService$Stub$Proxy.startBluetoothSco(android.os.IBinder)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.IAudioService$Stub$Proxy.stopBluetoothSco(android.os.IBinder)	android.permission.MODIFY_AUDIO_SETTINGS			
android.media.MediaPlayer.start()	android.permission.WAKE_LOCK or NONE	WAKE_LOCK is required if MediaPlayer.setWakeMode has been called first.		
android.media.MediaPlayer.stayAwake(boolean)	android.permission.WAKE_LOCK or NONE	WAKE_LOCK is required if MediaPlayer.setWakeMode has been called first.		
android.media.MediaPlayer.stop()	android.permission.WAKE_LOCK or NONE	WAKE_LOCK is required if MediaPlayer.setWakeMode has been called first.		
android.media.MediaRecorder.setAudioSource(int)	android.permission.RECORD_AUDIO			
android.media.MediaRecorder.setVideoSource(int)	android.permission.CAMERA			
android.media.RingtoneManager.setActualDefaultRingtoneUri(android.content.Context,int,android.net.Uri)	android.permission.WRITE_SETTINGS	BACKUP is also checked the first time a file is supplied to be a ringtone. However, no exception is thrown without it, and it still gets set as the new ringtone.		
android.net.ConnectivityManager.getActiveNetworkInfo()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getAllNetworkInfo()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getLastTetherError(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getMobileDataEnabled()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getNetworkInfo(int)	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getNetworkPreference()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getTetherableIfaces()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getTetherableUsbRegexs()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getTetherableWifiRegexs()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getTetheredIfaces()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.getTetheringErroredIfaces()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.isTetheringSupported()	android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.requestRouteToHost(int,int)	android.permission.CHANGE_NETWORK_STATE			
android.net.ConnectivityManager.setBackgroundDataSetting(boolean)	android.permission.CHANGE_BACKGROUND_DATA_SETTING			
android.net.ConnectivityManager.setMobileDataEnabled(boolean)	android.permission.CHANGE_NETWORK_STATE and android.permission.ACCESS_NETWORK_STATE and android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS and android.permission.BACKUP			
android.net.ConnectivityManager.setNetworkPreference(int)	android.permission.CHANGE_NETWORK_STATE and android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS and android.permission.BACKUP			
android.net.ConnectivityManager.setRadio(int,boolean)	android.permission.CHANGE_NETWORK_STATE and android.permission.CHANGE_WIFI_STATE			
android.net.ConnectivityManager.setRadios(boolean)	android.permission.CHANGE_NETWORK_STATE and android.permission.CHANGE_WIFI_STATE			
android.net.ConnectivityManager.startUsingNetworkFeature(int,java.lang.String)	android.permission.CHANGE_NETWORK_STATE and android.permission.ACCESS_NETWORK_STATE			
android.net.ConnectivityManager.stopUsingNetworkFeature(int,java.lang.String)	android.permission.CHANGE_NETWORK_STATE			
android.net.ConnectivityManager.tether(java.lang.String)	android.permission.CHANGE_NETWORK_STATE and android.permission.ACCESS_NETWORK_STATE			
